ID,ACSTOTPOP,DEMOGIDX_2,DEMOGIDX_5,P_PM25,P_D2_PM25,P_D5_PM25,P_OZONE,P_D2_OZONE,P_D5_OZONE,P_DSLPM,P_D2_DSLPM,P_D5_DSLPM,P_CANCER,P_D2_CANCER,P_D5_CANCER,P_RESP,P_D2_RESP,P_D5_RESP,P_RSEIAIR,P_D2_RSEIAIR,P_D5_RSEIAIR,P_PTRAF,P_D2_PTRAF,P_D5_PTRAF,P_LDPNT,P_D2_LDPNT,P_D5_LDPNT,P_PNPL,P_D2_PNPL,P_D5_PNPL,P_PRMP,P_D2_PRMP,P_D5_PRMP,P_PTSDF,P_D2_PTSDF,P_D5_PTSDF,P_UST,P_D2_UST,P_D5_UST,P_PWDIS,P_D2_PWDIS,P_D5_PWDIS
24001000100,3462,0.183593450166240,0.131330858414224,6,7,9,0,0,0,3,5,5,0,0,0,0,0,0,65,44,73,9,11,15,55,44,64,38,31,52,14,14,22,2,2,3,7,9,11,69,46,81
24001000200,4245,0.292411806391488,0.135972311522578,4,7,6,0,0,0,7,15,13,0,0,0,6,33,42,99,77,88,9,16,16,64,65,72,88,67,85,81,67,80,21,27,33,15,23,26,80,73,89
24001000500,2241,0.429700694709883,0.204587854292104,3,8,7,0,0,0,19,34,45,0,0,0,6,42,48,98,89,96,83,79,93,80,81,91,90,82,95,72,76,88,28,43,56,72,74,89,24,37,49
24001000600,2726,0.244972870578774,0.148500516170755,3,4,4,0,0,0,24,28,42,0,0,0,6,29,44,99,70,90,45,40,61,83,67,83,93,64,89,82,61,83,36,35,54,59,49,72,78,63,90
24001000700,3233,0.306277123812773,0.205868310587263,3,5,7,0,0,0,29,36,58,0,0,0,6,34,48,99,79,96,47,47,76,84,72,92,92,70,96,86,70,93,49,49,79,79,64,92,83,77,97
24001000800,1865,0.354060890645753,0.224148008291010,3,7,8,0,0,0,25,35,56,17,55,93,6,38,48,99,84,98,65,62,90,91,79,96,89,74,97,87,76,95,70,66,90,74,68,93,87,84,99
24001001000,2325,0.297555640557043,0.225569007276586,2,3,5,0,0,0,32,37,65,0,0,0,6,33,49,95,76,97,74,61,93,89,73,96,83,66,96,70,62,90,28,34,60,85,66,95,72,68,97
24001001100,1283,0.210054559625877,0.133353603157218,2,2,3,0,0,0,29,28,45,0,0,0,6,26,42,95,63,86,76,51,78,97,67,85,84,56,82,73,52,77,32,29,46,67,48,72,88,62,91
24001001200,3009,0.094838274176671,0.072501716971035,2,0,0,0,0,0,21,15,21,0,0,0,6,10,18,93,35,64,60,25,46,77,33,54,79,32,56,70,29,52,30,16,27,42,22,36,85,30,62
24001001300,5644,0.433846577126295,0.151973774316992,2,5,3,0,0,0,13,27,26,0,0,0,6,42,45,95,88,90,27,41,44,73,79,80,80,77,85,65,73,78,24,39,40,34,49,51,87,90,93
24001001401,3865,0.162672517550466,0.089442269678475,1,0,0,1,0,0,5,6,5,0,0,0,6,20,28,81,47,66,32,24,34,71,49,60,69,43,59,53,35,49,17,16,20,29,25,32,73,43,65
24001001402,1593,0.130058016107806,0.106711819770335,2,0,2,0,0,0,14,14,21,0,0,0,6,15,35,88,43,76,47,27,51,76,43,69,67,37,64,62,33,63,22,17,29,42,27,46,75,36,75
24001001502,2108,0.177893738140417,0.112836092475314,2,2,2,0,0,0,2,3,3,0,0,0,0,0,0,85,53,77,22,21,30,69,51,68,56,40,59,45,33,52,11,12,17,18,19,26,34,22,37
24001001503,1605,0.210591900311526,0.170107721937567,1,0,2,1,0,2,1,0,3,0,0,0,0,0,0,69,51,85,5,8,11,78,60,86,38,34,60,29,27,51,5,7,11,0,0,0,27,21,46
24001001600,1520,0.173368495338558,0.113034896497509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,38,62,15,16,21,75,52,71,41,31,50,19,16,26,4,5,5,7,9,10,36,23,40
24001001700,3598,0.272372880096008,0.165459867386049,1,0,0,1,2,2,2,4,4,0,0,0,0,0,0,64,58,81,27,30,47,74,66,83,50,48,69,27,32,47,6,11,13,35,38,55,34,34,56
24001001800,4263,0.419097313524729,0.177794279231741,0,0,0,1,3,2,2,6,5,0,0,0,0,0,0,54,68,77,21,34,41,72,77,84,45,58,68,18,32,36,5,13,11,15,29,32,37,54,65
24001001900,2691,0.134186191498444,0.117337483367752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,32,64,10,9,15,64,38,66,59,34,62,19,14,27,8,7,12,11,10,17,92,45,88
24001002000,4983,0.140778647401163,0.115627273243990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,47,82,27,21,36,60,38,63,92,47,80,43,27,51,29,21,38,29,22,39,83,43,84
24001002100,3018,0.165534328307521,0.137265353995029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,34,65,19,18,31,83,54,81,47,34,60,9,9,16,5,5,8,12,13,21,97,55,93
24001002200,3695,0.218433668830327,0.161667800218059,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,48,40,69,17,21,33,79,62,84,31,31,52,5,7,10,2,3,3,25,27,44,95,67,95
24001002300,5712,0.167718456290986,0.145068588440725,3,3,4,0,0,0,7,9,14,0,0,0,0,0,0,93,54,88,28,23,44,77,52,80,80,48,83,64,41,75,21,19,35,50,35,64,22,15,30
24003701101,4352,0.061810661764706,0.059044686106773,13,4,9,56,16,37,31,15,24,17,18,25,6,7,11,46,13,30,36,14,26,42,11,29,24,8,18,18,7,14,21,9,17,66,22,43,51,13,29
24003701103,4102,0.214895173086299,0.161405907416553,13,15,25,58,45,78,26,27,48,17,37,82,6,27,46,47,38,68,28,26,47,59,52,75,17,18,33,13,15,25,18,20,33,15,19,30,53,42,79
24003701104,3628,0.132865695678920,0.083146534179178,13,10,13,58,32,51,26,22,28,17,25,44,6,16,25,46,25,40,51,29,45,37,23,35,18,12,19,15,11,16,18,14,20,76,39,59,52,25,43
24003701201,3762,0.063530037214248,0.070871653428396,11,4,9,58,17,45,16,8,16,17,18,34,6,7,17,43,12,33,12,6,11,61,17,46,7,3,5,10,4,9,7,3,5,51,19,41,51,14,35
24003701202,4435,0.080045095828636,0.069779272014188,11,5,9,58,21,45,16,10,16,17,19,33,6,9,17,44,15,33,24,12,21,36,12,29,11,6,9,12,6,11,11,6,10,47,21,38,53,17,35
24003701301,4341,0.097624325554442,0.075675331468858,14,8,13,45,20,38,19,14,19,17,20,37,6,11,20,41,17,33,9,7,9,32,13,28,26,13,24,39,19,35,15,10,15,20,13,19,61,22,46
24003701302,3665,0.089631650750341,0.071333670261436,14,8,12,45,18,36,19,13,19,17,19,34,6,10,18,33,13,26,4,3,4,33,12,27,21,10,19,55,22,43,6,4,5,11,8,10,62,21,44
24003701400,3736,0.186214255173150,0.082811446291543,12,12,12,49,36,45,18,21,21,17,32,44,6,23,25,40,31,36,11,13,12,63,49,52,11,11,11,25,21,25,6,8,6,25,24,27,50,34,41
24003702100,6193,0.111631381276660,0.066199136466543,26,16,20,77,34,53,34,23,29,17,22,31,6,13,15,70,32,48,8,7,7,56,29,41,51,27,39,35,19,28,12,9,10,20,14,17,77,32,51
24003702204,4778,0.140600349435261,0.059364085928950,30,22,21,59,33,39,50,31,36,17,26,25,50,52,54,44,26,29,57,32,38,7,4,5,57,34,39,26,18,19,24,18,19,52,32,36,68,35,40
24003702205,5161,0.261999818469855,0.068522527487058,31,35,26,61,52,46,46,43,39,17,42,32,6,30,16,46,44,34,54,47,40,5,5,5,64,55,47,31,34,26,19,24,18,30,34,27,72,63,49
24003702206,7338,0.244802133733129,0.077432025589301,28,31,26,63,51,51,34,34,33,17,40,39,6,29,21,49,44,40,12,17,12,4,4,4,64,52,52,32,33,29,15,19,16,22,27,22,75,61,58
24003702208,8529,0.273361472622816,0.074148130541471,33,37,30,67,59,52,36,38,33,17,44,36,6,31,19,53,51,41,58,50,45,7,7,7,74,61,55,39,41,34,11,17,10,43,42,37,88,74,65
24003702209,4006,0.154643035446829,0.064272502459958,32,25,25,65,38,46,41,29,33,17,27,29,6,19,14,49,31,34,48,30,35,9,6,8,72,43,50,36,25,28,14,13,11,45,31,35,85,47,55
24003702300,5501,0.055535357207780,0.055929057762734,19,7,13,57,15,36,36,15,27,17,0,23,6,7,10,45,11,27,28,10,20,36,8,24,38,11,26,23,8,17,22,8,17,13,0,9,57,13,30
24003702402,7554,0.147939558741207,0.079451250337048,14,11,13,65,37,54,41,28,39,17,27,41,6,18,23,52,32,44,75,40,57,27,18,25,28,20,27,11,10,11,58,34,49,64,37,50,54,30,42
24003702500,7105,0.402533427163969,0.122490895963187,13,26,18,65,72,72,31,44,44,17,59,66,6,40,39,51,64,60,72,71,73,47,65,56,21,36,31,9,18,14,56,63,64,61,65,65,57,72,69
24003702601,6000,0.167770980194696,0.076981292536871,11,11,10,65,41,52,23,23,24,17,29,38,6,21,21,48,33,39,34,26,31,14,9,14,12,11,12,8,9,8,35,26,31,37,29,34,60,37,46
24003702602,6470,0.116033395380441,0.045453245339765,11,8,5,68,32,35,19,16,11,17,22,20,6,13,7,49,23,25,13,10,8,46,25,24,9,6,5,7,5,4,28,18,17,17,13,9,59,25,26
24003702702,3739,0.101230275474726,0.059697171146176,16,9,11,73,31,47,38,23,29,17,21,26,6,11,11,70,29,45,13,9,10,44,20,30,32,16,24,13,9,10,48,23,33,31,18,24,53,19,29
24003702703,2671,0.178584799700486,0.058002339257786,13,13,9,72,46,46,47,34,34,17,30,25,6,22,10,64,43,39,94,52,55,38,31,26,25,22,18,10,10,8,60,40,40,41,32,29,57,37,32
24003702704,2608,0.181112247216541,0.075842308200830,13,13,12,72,46,56,47,34,42,17,31,37,6,23,20,75,48,56,96,53,65,19,15,18,26,23,25,10,11,10,72,45,55,96,53,64,57,37,43
24003706102,2654,0.348530519969857,0.138572932595825,12,22,19,73,71,80,36,45,53,17,54,73,6,37,43,55,62,68,71,65,77,81,74,80,16,27,27,8,15,14,73,67,79,97,77,87,78,79,88
24003706103,1498,0.235012452166166,0.098664053177493,12,16,14,73,55,67,36,34,42,17,39,54,6,28,32,56,47,55,80,55,68,98,69,76,15,17,18,8,11,10,95,62,76,97,62,75,72,58,70
24003706302,3772,0.138123011664899,0.073014062565769,12,9,10,72,38,55,22,20,22,17,25,36,6,17,19,53,30,41,42,26,35,59,37,45,13,10,12,7,6,6,57,32,45,86,43,59,74,37,53
24003706303,2588,0.432380216383307,0.141429414414387,11,24,18,70,79,80,22,37,38,17,63,74,6,42,43,51,67,66,67,71,76,39,61,54,12,25,21,7,16,13,41,55,57,68,72,75,71,84,85
24003706304,2055,0.239172749391727,0.081321529639190,11,15,11,70,55,57,22,26,24,17,39,43,6,28,24,52,45,45,12,17,12,27,30,26,11,13,11,6,9,6,43,39,40,31,32,31,70,57,57
24003706402,3683,0.379813111018317,0.113554179852985,12,24,16,71,74,72,28,39,39,17,57,62,6,39,37,52,63,58,21,32,28,52,66,57,14,25,19,7,14,10,58,62,62,64,64,64,64,74,71
24003706403,4267,0.419224122289719,0.149891196248629,12,26,21,69,77,81,28,42,48,17,62,77,6,41,44,52,66,70,57,64,71,46,65,63,16,30,29,8,17,16,55,63,71,55,63,69,61,77,82
24003706404,2459,0.515023557148486,0.199327023573757,12,29,29,69,85,89,28,49,56,17,74,89,6,45,47,50,72,79,65,76,86,26,53,51,13,30,31,8,20,20,46,64,75,92,89,95,67,87,93
24003706500,5793,0.277820450720493,0.097062073241113,13,19,15,70,61,65,40,41,45,17,44,53,6,32,32,54,52,53,62,52,58,59,60,55,20,27,24,8,13,10,62,54,58,97,69,74,66,61,64
24003706600,5221,0.208676498755028,0.086377735414389,13,15,14,71,50,60,46,37,46,17,36,46,6,26,27,58,45,51,64,45,55,73,57,60,21,21,23,9,11,10,63,45,54,95,58,68,67,49,58
24003706700,4878,0.321122581060521,0.082776814320982,12,20,12,75,69,61,38,43,38,17,51,44,6,35,25,57,60,49,53,52,46,94,77,68,17,26,17,8,14,9,80,68,62,77,65,59,68,69,56
24003707001,5463,0.095922518899344,0.058409137492955,10,6,7,44,19,30,15,12,11,17,20,25,6,10,11,35,14,23,8,6,6,55,24,37,5,3,3,12,8,9,3,2,2,23,14,17,49,18,27
24003707002,4482,0.118139223560910,0.072711941043116,10,7,8,41,22,33,13,12,12,17,23,36,6,14,19,29,15,24,4,4,4,70,37,51,7,5,6,11,8,10,3,2,2,34,22,30,55,24,39
24003708001,3742,0.098635107526678,0.073347741907653,10,6,8,31,15,28,13,11,13,17,21,36,6,11,19,9,5,8,6,5,6,60,27,46,13,8,12,12,8,11,7,5,6,21,14,19,69,25,51
24003708004,6421,0.329387945802834,0.150007903803927,12,21,21,30,38,48,19,29,35,17,52,77,6,36,44,22,30,36,14,23,25,28,41,44,30,40,48,47,53,65,4,9,7,35,41,51,72,73,88
24003730101,2135,0.091803278688524,0.085590283319298,57,26,54,96,35,73,47,24,46,17,20,45,50,50,62,94,35,70,6,4,7,68,29,56,82,33,63,73,29,60,72,29,60,0,0,0,88,30,73
24003730102,11304,0.292557032503555,0.095176088791921,57,56,58,96,75,77,47,47,50,17,47,52,50,61,65,98,77,76,17,24,20,29,38,32,91,69,71,85,68,70,86,67,71,22,30,27,91,79,79
24003730204,6529,0.347446705596604,0.092513156649614,54,61,55,94,82,75,37,45,41,17,54,50,50,66,64,93,82,73,34,42,36,45,58,44,78,69,64,63,64,57,59,60,55,86,73,67,81,81,73
24003730205,2106,0.446818613485280,0.176038995148513,58,71,78,93,89,93,49,61,72,17,65,85,50,72,88,94,88,93,91,84,92,13,27,27,74,75,88,56,69,77,47,61,71,38,52,61,65,82,90
24003730206,3202,0.359150530918176,0.127791268552810,58,64,68,93,83,86,49,55,60,17,55,68,50,66,76,95,83,86,69,66,72,61,68,68,80,71,77,62,64,69,57,60,66,91,76,81,67,74,79
24003730300,3893,0.287952735679425,0.111584078198227,64,60,67,93,73,81,48,47,55,17,45,61,50,61,71,96,75,81,69,57,67,92,73,77,79,64,71,58,55,61,53,50,58,66,57,65,87,76,84
24003730401,5491,0.317701693680567,0.105096923895692,65,64,66,90,76,79,58,56,59,17,50,57,50,63,69,98,80,80,84,68,73,69,68,64,73,64,66,59,58,60,70,62,67,84,68,72,94,83,85
24003730403,4131,0.328706342571482,0.120131549057888,60,63,67,91,78,83,48,52,57,17,51,65,50,64,73,96,80,84,76,66,74,55,63,62,71,64,70,57,58,64,71,64,73,74,64,72,94,84,90
24003730404,1890,0.315873015873015,0.167456908713713,60,61,77,91,76,91,48,50,69,17,50,83,50,63,86,95,79,92,48,49,69,74,70,83,74,65,86,54,55,74,59,57,78,37,42,58,93,82,96
24003730507,4599,0.224381340390215,0.081975134039386,54,45,51,90,63,68,40,36,40,17,38,43,50,57,61,93,64,68,60,45,50,29,30,28,67,51,55,52,44,45,52,42,46,42,37,40,90,66,72
24003730508,2552,0.393959784773308,0.122415901254951,54,64,64,90,85,84,40,51,53,17,58,66,50,68,74,95,86,84,77,74,75,22,38,32,67,68,69,58,65,65,73,72,74,61,64,65,93,90,90
24003730509,4502,0.185695246557086,0.063579558240232,51,38,40,87,53,56,38,31,31,17,32,29,50,54,55,91,57,57,38,29,29,19,15,15,62,44,44,58,42,40,32,26,25,63,42,43,92,58,59
24003730510,3570,0.292156862745098,0.072144799696060,51,53,44,87,71,61,38,40,34,17,46,35,50,61,58,93,74,63,10,17,9,10,12,10,61,57,48,59,56,45,44,45,36,29,35,27,92,79,66
24003730511,1221,0.658476658476658,0.163930681246290,57,80,75,87,95,90,40,66,62,17,90,82,50,92,86,96,97,92,80,93,86,31,67,51,66,87,80,62,85,78,73,90,84,77,91,85,94,99,96
24003730512,2029,0.420045013280379,0.103403002342190,57,68,60,87,86,77,40,53,47,17,62,56,50,70,68,95,88,78,23,37,28,32,53,38,63,69,60,62,70,61,59,66,59,50,60,51,93,91,84
24003730513,1596,0.331183439671734,0.121310971757352,56,60,65,86,76,82,39,45,51,17,52,65,50,64,74,94,80,84,83,69,77,11,16,17,66,63,68,66,64,70,48,52,57,52,53,59,93,84,90
24003730514,3201,0.522024367385192,0.149895651503543,56,74,73,86,90,88,39,59,58,17,75,77,50,79,82,95,93,89,98,92,90,39,67,56,65,76,75,67,80,78,56,73,72,78,84,81,93,96,94
24003730601,6928,0.086963618016395,0.062263669229068,43,20,33,84,31,54,49,24,37,17,19,28,50,49,55,85,31,53,42,20,31,11,4,9,62,26,43,52,21,37,22,12,18,39,20,30,87,28,54
24003730603,3272,0.159988631107213,0.087630367529249,40,29,43,88,48,70,34,26,37,17,28,47,6,20,28,87,49,69,43,29,41,54,38,48,54,37,51,44,31,41,23,19,25,47,33,44,82,47,70
24003730605,2828,0.186109510206918,0.099458269851510,32,28,40,86,52,75,31,27,38,17,32,54,6,23,32,80,52,70,42,31,44,10,7,13,46,36,49,37,30,40,11,13,15,57,40,54,81,53,76
24003730606,4638,0.112009486847779,0.069049259048841,32,19,27,86,37,59,31,22,28,17,22,32,6,13,16,81,36,55,22,15,19,15,7,13,51,27,40,40,21,33,15,11,14,40,24,33,79,33,55
24003730701,2526,0.126682501979414,0.059087644858086,23,16,16,85,40,52,31,23,25,17,24,25,6,15,11,74,37,47,55,29,37,72,40,45,38,23,28,30,18,21,11,9,8,77,38,47,70,33,41
24003730702,4277,0.100771568856675,0.075129116359218,23,13,20,85,34,62,31,21,30,17,21,37,6,11,20,76,31,56,34,20,31,61,28,47,47,23,40,35,18,31,11,8,11,31,18,29,76,28,57
24003730800,2373,0.126632954066582,0.049705733116681,15,11,8,82,39,45,30,23,21,17,24,21,6,15,8,66,33,35,45,25,27,70,39,39,29,18,18,16,12,10,29,19,20,40,26,25,47,22,23
24003730901,2821,0.225713638361354,0.078338573065997,12,15,11,81,58,61,28,29,29,17,38,40,6,28,22,60,48,49,25,25,23,56,51,46,15,17,14,9,12,9,46,39,40,9,14,9,52,43,40
24003730902,3923,0.076089727249554,0.046657838395221,12,5,6,87,29,45,40,21,25,17,18,20,6,8,7,64,20,32,33,15,19,49,16,27,14,7,7,10,5,6,25,12,16,40,18,24,43,14,20
24003731002,3504,0.125000000000000,0.043877797044942,12,8,6,92,43,44,60,32,33,17,23,19,6,14,7,67,33,32,66,33,34,21,11,12,15,10,7,11,9,6,13,11,7,62,33,33,44,20,19
24003731003,4444,0.133989501637965,0.062968059497715,13,10,10,93,45,59,24,21,21,17,25,29,6,16,13,70,37,47,16,13,13,39,24,29,20,14,15,13,10,11,12,11,9,70,37,46,44,21,27
24003731004,4138,0.126165226057601,0.078312856665129,13,9,12,92,43,67,22,19,23,17,24,39,6,15,22,70,36,55,16,13,16,29,16,26,22,14,21,14,10,14,13,11,14,0,0,0,39,19,29
24003731103,5666,0.134597597526730,0.061465571981921,14,11,10,84,42,54,31,24,25,17,25,27,6,16,13,68,37,45,32,22,24,40,25,29,24,16,18,15,12,12,23,17,19,50,30,36,47,23,28
24003731104,5605,0.264601955776866,0.081081961595702,15,21,15,88,68,66,20,26,22,17,43,42,6,30,24,73,62,58,19,24,19,40,45,37,30,34,30,23,27,23,11,17,11,0,0,0,45,43,35
24003731105,3354,0.113185714994963,0.064467242603094,17,11,13,88,38,57,25,19,22,17,22,30,6,13,14,74,33,49,35,22,27,41,21,31,33,19,26,27,16,21,10,8,8,21,15,17,44,19,27
24003731106,4523,0.179747954897192,0.053161378789892,14,14,8,90,53,51,21,22,16,17,31,23,6,22,9,70,46,39,19,20,13,5,4,4,25,22,16,16,15,11,14,15,9,0,0,0,44,29,23
24003731107,3846,0.104654186167447,0.061881053513570,14,8,10,90,36,56,21,16,18,17,21,28,6,12,13,73,31,48,6,5,5,15,6,12,28,15,21,20,12,16,11,8,8,0,0,0,45,18,27
24003731201,6383,0.081139125735996,0.056539689576835,20,9,14,89,31,53,33,19,25,17,19,24,6,9,10,77,26,46,48,21,32,42,14,28,39,16,27,33,14,23,10,5,7,64,26,41,76,23,43
24003731205,5146,0.116998487903226,0.089636693658911,20,13,21,96,42,75,32,22,35,17,23,48,50,51,64,85,38,68,12,9,14,64,34,55,49,27,48,45,24,43,13,10,16,36,22,38,82,35,72
24003731206,3559,0.104523742624332,0.066090043591334,20,12,15,96,38,61,32,21,28,17,21,31,50,50,56,81,34,54,14,10,12,39,18,30,40,21,32,37,19,29,7,5,5,56,28,41,86,33,57
24003731207,3373,0.077972131633560,0.056273840940868,30,13,20,93,31,54,33,18,25,17,18,24,50,48,53,82,27,48,38,18,26,15,5,11,47,18,32,40,16,27,13,7,9,36,17,26,82,23,46
24003731208,4330,0.082059895454815,0.057450585943737,30,14,20,93,32,55,33,19,25,17,19,24,50,49,53,86,29,50,43,20,29,65,25,41,54,21,37,47,19,32,17,9,13,14,9,10,83,25,48
24003731209,5024,0.248706210191083,0.080052632872152,39,39,39,95,68,70,35,35,35,17,41,41,50,58,60,90,67,66,61,49,50,13,13,13,67,54,54,56,50,47,31,32,30,88,61,63,84,67,66
24003731210,2273,0.074682839741391,0.074073488792800,39,16,36,95,30,66,35,18,32,17,18,36,50,48,58,88,28,62,62,23,48,53,18,43,60,22,48,55,20,44,21,10,21,67,26,50,85,23,63
24003731303,6709,0.094127291697719,0.099510531187760,16,9,18,98,36,79,26,17,32,17,20,54,50,50,67,85,33,72,14,9,17,60,26,58,43,20,47,39,18,42,7,4,8,54,26,52,87,31,79
24003731306,6072,0.090085638998682,0.071619014726426,25,12,21,99,35,66,31,19,29,17,20,35,50,50,58,91,33,62,8,5,8,50,20,40,60,26,47,58,24,44,23,13,22,26,15,24,89,30,63
24003731307,5720,0.182376417530344,0.075872087127692,28,26,26,97,57,68,37,30,35,17,31,37,50,54,59,90,56,64,33,26,30,38,32,34,62,43,50,61,43,48,27,23,25,69,45,51,86,54,65
24003731308,4218,0.129682313892839,0.089436372262393,42,27,45,98,46,76,41,26,43,17,24,48,50,51,63,97,46,73,13,11,15,74,42,62,75,39,61,74,38,63,61,32,55,36,25,38,90,43,75
24003731309,5115,0.148387096774193,0.103931759264706,40,28,49,97,49,80,43,29,50,17,27,57,50,52,68,94,49,78,26,21,32,60,40,60,74,43,67,72,41,67,59,35,59,67,38,63,88,47,82
24003731310,5016,0.144537480063796,0.085877574047642,43,29,45,96,48,73,41,28,42,17,26,46,50,52,62,92,47,70,13,12,14,36,24,35,74,42,59,69,39,58,58,34,51,24,20,27,87,46,72
24003731312,4402,0.207210815032936,0.098913382494597,44,37,50,95,61,78,27,27,34,17,36,54,6,26,32,91,61,74,19,22,23,22,20,25,72,51,63,66,49,62,49,38,50,62,45,58,86,60,79
24003731313,3574,0.262451035254616,0.094812304615168,44,44,49,95,71,77,27,31,32,17,42,51,6,30,31,92,69,74,15,21,18,33,38,36,73,59,62,65,55,59,48,44,48,81,60,66,86,71,76
24003740103,8806,0.221610265727913,0.062659776761080,63,51,47,78,56,51,56,44,42,17,38,29,50,57,55,97,66,59,47,39,34,23,23,18,75,54,50,78,56,50,81,55,52,47,39,36,70,54,44
24003740104,8702,0.413180877959090,0.076341266975072,57,68,50,77,80,59,52,60,46,17,61,38,50,69,59,91,86,65,16,28,15,16,31,16,83,77,59,79,78,59,75,76,56,0,0,0,61,76,47
24003740105,4015,0.529638854296388,0.111652427911893,55,74,62,78,89,75,51,67,57,17,75,61,50,79,71,87,91,78,15,32,21,8,19,12,88,91,75,84,87,75,80,88,74,0,0,0,58,84,64
24003740106,3065,0.267490277615940,0.078539730186976,60,55,53,73,61,57,68,56,55,99,99,99,50,59,60,98,73,69,59,50,48,46,51,40,68,57,54,99,71,68,84,63,62,37,38,35,50,48,38
24003740107,3364,0.439060642092746,0.104064953974162,60,71,63,73,81,69,68,72,64,99,99,99,50,71,69,99,89,80,85,80,73,0,0,0,65,71,62,88,84,74,72,77,67,66,71,62,59,78,62
24003740108,5218,0.282675354541970,0.096378015948422,60,57,59,73,64,66,68,57,62,99,99,99,50,60,66,97,75,76,46,44,46,22,29,25,73,61,63,89,69,72,78,62,67,75,60,64,65,62,62
24003740203,5479,0.188062342999907,0.062140782659560,55,40,42,82,51,53,37,31,30,17,32,28,50,54,54,92,58,57,17,18,14,31,27,23,81,51,52,79,52,50,66,43,44,25,25,20,76,51,48
24003740204,4430,0.305643340857787,0.108626652519000,61,61,64,86,73,78,47,49,54,17,49,59,50,62,70,97,78,80,93,71,78,26,36,33,67,61,65,68,62,67,64,58,65,82,66,72,94,81,86
24003740205,2800,0.300892857142857,0.095982107417577,61,60,60,86,72,73,47,48,50,17,48,52,50,62,65,97,78,76,95,71,74,55,60,52,66,60,59,65,60,60,66,59,61,95,71,73,94,81,81
24003740303,5212,0.302283192632386,0.083661928342729,54,56,52,80,69,64,47,48,45,17,48,44,50,62,62,90,75,68,44,45,40,27,37,26,86,68,64,87,70,66,79,64,62,31,37,32,58,59,49
24003740304,6425,0.261400778210116,0.087696897677246,47,45,48,75,61,64,42,40,43,17,42,47,50,59,63,72,61,61,57,49,51,20,24,22,96,66,70,70,57,59,56,48,51,46,43,44,80,68,69
24003740305,10810,0.459620721554116,0.084623788722915,52,68,51,76,84,62,52,64,49,17,66,45,50,73,62,78,85,63,57,67,49,9,19,10,94,87,68,76,80,61,78,81,62,38,54,38,52,74,44
24003740400,5535,0.390695573622403,0.065354713313897,52,63,42,70,74,49,82,74,55,17,58,30,6,39,14,83,82,54,13,24,11,0,0,0,67,68,47,99,84,61,91,80,58,49,57,38,60,73,38
24003740501,5981,0.479351279050325,0.096891645880367,45,65,50,67,81,63,65,73,60,17,69,52,50,75,66,59,76,56,59,70,56,0,0,0,68,75,61,91,87,73,78,83,68,75,80,64,59,81,57
24003740502,4919,0.415226672087823,0.067784717600727,45,61,38,67,75,49,65,67,49,17,61,31,50,70,56,63,73,46,34,47,28,5,8,5,67,70,49,97,85,62,80,78,54,20,35,17,68,81,46
24003740601,5752,0.392001459245462,0.086704715478058,53,64,52,72,76,61,59,63,54,17,58,47,50,68,63,81,81,65,36,47,36,16,29,18,81,74,63,92,81,70,81,77,65,48,56,45,49,63,42
24003740602,3441,0.465562336530078,0.109729527892812,53,69,59,75,84,73,57,67,60,17,67,60,50,74,70,79,85,73,18,33,24,34,58,41,88,85,75,72,78,69,77,81,72,37,53,44,49,71,53
24003740603,3316,0.338210142796246,0.072103077983475,47,55,42,70,69,53,49,53,42,17,52,35,50,65,58,68,68,50,30,38,26,47,59,39,92,73,61,70,66,52,72,65,52,28,37,26,51,59,35
24003740701,6770,0.258707974635767,0.059903303187498,45,44,33,71,59,47,33,35,26,17,42,26,50,59,54,59,53,38,29,31,21,5,5,4,97,66,57,59,52,39,37,37,27,42,40,31,54,49,31
24003740703,6455,0.218512780790085,0.045166632374865,38,35,20,66,49,33,33,32,20,17,37,20,50,56,51,56,45,27,22,24,13,0,0,0,91,60,45,52,43,28,18,20,10,0,0,0,85,62,37
24003740704,5380,0.290892193308550,0.070681142830763,38,43,33,66,60,50,33,37,30,17,46,34,50,61,57,50,51,38,21,27,19,18,24,16,87,67,58,45,48,36,17,24,16,23,30,21,88,77,62
24003740800,4887,0.130870128428964,0.076688494456932,37,25,35,74,37,57,43,27,40,17,25,38,6,16,21,62,33,49,46,26,39,48,29,41,85,43,60,51,29,43,16,13,17,18,15,18,89,43,67
24003740900,8232,0.333586433101569,0.108502556600436,43,52,53,73,69,71,37,44,46,17,52,59,50,64,70,63,65,64,31,38,37,53,63,56,96,74,79,64,63,65,42,47,48,35,42,42,82,80,80
24003741000,2885,0.182322357019064,0.092693898746615,48,36,51,80,49,68,42,33,45,17,31,50,50,54,65,84,53,70,47,34,46,43,35,43,82,51,66,68,46,60,42,32,43,42,33,43,82,53,73
24003750101,4644,0.392549526270456,0.175127602796744,85,77,89,94,86,93,71,69,84,17,58,85,50,68,88,94,85,93,35,46,59,89,81,90,88,77,91,96,83,92,86,79,90,52,59,73,88,88,96
