ID,ACSTOTPOP,DEMOGIDX_2,DEMOGIDX_5,P_PM25,P_D2_PM25,P_D5_PM25,P_OZONE,P_D2_OZONE,P_D5_OZONE,P_DSLPM,P_D2_DSLPM,P_D5_DSLPM,P_CANCER,P_D2_CANCER,P_D5_CANCER,P_RESP,P_D2_RESP,P_D5_RESP,P_RSEIAIR,P_D2_RSEIAIR,P_D5_RSEIAIR,P_PTRAF,P_D2_PTRAF,P_D5_PTRAF,P_LDPNT,P_D2_LDPNT,P_D5_LDPNT,P_PNPL,P_D2_PNPL,P_D5_PNPL,P_PRMP,P_D2_PRMP,P_D5_PRMP,P_PTSDF,P_D2_PTSDF,P_D5_PTSDF,P_UST,P_D2_UST,P_D5_UST,P_PWDIS,P_D2_PWDIS,P_D5_PWDIS
24009860103,6596,0.145163735597332,0.061580834279792,29,20,17,60,38,33,32,24,18,52,55,54,31,36,33,14,9,8,25,20,15,13,10,10,50,33,28,16,12,9,14,11,7,36,28,22,72,43,39
24009860200,5828,0.117716213940277,0.048497835020120,26,15,13,58,31,25,29,18,13,52,53,51,31,33,31,10,5,4,23,15,11,29,15,15,47,26,20,10,6,4,20,13,8,28,19,14,66,33,29
24009860300,4252,0.199377347112987,0.060638548775419,23,21,14,63,50,34,30,30,17,52,59,53,31,41,33,8,7,4,22,23,13,44,37,25,38,34,20,7,7,4,40,36,24,27,28,16,42,35,23
24009860402,3833,0.145316984085572,0.059899853448299,22,16,13,69,42,37,26,20,14,6,15,8,31,36,33,7,4,4,9,8,5,32,20,19,35,23,18,7,5,4,52,35,31,23,20,14,46,29,25
24009860403,3685,0.194029850746268,0.087603912681179,23,21,20,69,52,53,31,30,26,52,59,60,31,40,40,8,7,6,23,23,20,33,28,26,36,32,29,8,8,6,38,34,33,28,29,24,54,43,42
24009860404,7430,0.191135503694862,0.094257355032175,23,21,21,69,51,57,31,30,28,52,58,61,31,40,42,8,7,7,19,20,18,53,42,42,35,31,30,8,8,7,32,30,30,40,36,37,62,47,50
24009860501,6690,0.169970131493948,0.068566220014622,21,17,14,60,43,37,26,23,16,52,56,55,31,38,35,7,5,4,17,16,11,22,17,16,35,28,21,5,4,3,35,29,24,19,19,13,56,39,34
24009860502,3482,0.085870189546237,0.052344996133709,19,9,10,65,26,30,24,11,11,52,49,52,31,30,31,5,2,2,8,4,4,64,24,29,31,12,14,4,2,2,36,17,19,0,0,0,49,19,23
24009860600,6817,0.153544391811794,0.050480374792407,24,18,12,51,35,23,28,22,13,52,55,52,31,37,31,10,7,4,27,22,13,27,18,14,43,30,19,6,5,3,30,24,14,22,20,12,67,42,30
24009860701,3113,0.252953812869387,0.106074170123771,22,25,22,44,46,42,24,30,24,52,64,64,31,47,45,7,8,7,28,32,29,38,40,35,35,39,35,4,5,4,59,54,55,37,42,38,64,58,57
24009860702,2786,0.292365012785295,0.080499354135315,21,27,17,55,58,39,29,39,22,52,67,58,31,50,38,6,8,4,40,45,31,35,42,26,33,42,24,4,6,3,65,61,48,40,48,32,57,59,41
24009860703,4027,0.256516060733298,0.090623036521932,21,25,18,45,47,36,25,32,21,6,29,18,31,47,41,8,9,7,27,32,24,44,46,34,32,37,26,3,4,2,53,51,45,23,31,21,64,59,50
24009860801,6769,0.163420449892462,0.078801919718237,19,15,15,57,40,40,18,15,13,6,18,14,31,38,38,7,5,5,20,18,15,40,28,28,39,29,28,3,2,2,27,23,21,21,20,16,61,41,42
24009860901,5091,0.135448431755541,0.061811546798100,19,13,12,75,43,41,26,19,15,52,54,54,69,51,53,8,5,4,31,22,19,36,21,21,70,41,41,3,2,2,59,36,36,45,31,28,67,38,37
24009860902,3042,0.159763313609467,0.080371693684192,19,15,15,75,48,53,26,22,19,52,56,58,69,56,63,7,5,5,31,25,25,36,25,26,49,35,37,4,3,3,44,33,35,16,16,13,59,39,42
24009861003,6548,0.213882101405008,0.090658421605597,19,19,17,85,62,65,24,26,20,52,60,60,69,64,67,8,7,7,20,22,18,25,23,21,73,58,59,3,3,3,48,43,41,38,38,34,64,52,50
24009861004,6619,0.188585682838606,0.091253765813171,18,17,16,85,58,65,23,23,20,52,58,61,69,60,67,7,6,6,9,10,8,13,12,13,66,50,55,4,4,3,51,41,43,0,0,0,59,45,47
24009861100,5907,0.133000184771952,0.076296963396867,19,13,14,62,37,42,25,17,18,6,13,13,31,35,37,6,4,4,22,16,17,49,28,32,44,27,31,4,3,3,41,27,31,23,18,17,55,31,37
24009990100,0,0.000000000000000,0.000000000000000,,,,,,,,0,0,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
24011955000,3488,0.523159510846266,0.262300398803426,20,43,46,64,81,91,21,46,51,6,44,48,4,27,29,7,16,17,3,9,7,59,80,87,39,66,76,14,33,36,11,28,29,15,37,38,0,0,0
24011955100,5887,0.217991508212424,0.145553958551956,21,21,28,58,50,69,21,24,30,6,25,35,4,17,22,6,6,8,3,4,4,59,51,65,30,30,41,36,35,47,24,27,34,29,32,41,0,0,0
24011955201,4068,0.268913971092768,0.144972157879833,21,26,28,62,59,71,23,31,32,6,30,35,4,21,22,5,6,7,9,14,13,46,49,53,25,31,34,85,68,79,27,34,38,24,32,34,,,
24011955202,2246,0.142734801190378,0.104044849464851,21,15,21,61,38,55,26,20,26,6,14,23,4,10,14,5,3,5,21,17,22,57,35,48,26,17,24,46,30,44,29,22,30,13,13,14,2,2,2
24011955301,4343,0.272257654638915,0.143452355954985,23,28,30,53,54,64,22,30,31,6,31,34,4,21,22,7,8,9,26,32,36,42,46,49,30,37,40,27,33,37,46,48,57,17,25,24,19,23,25
24011955302,3077,0.457194435623989,0.216691462523208,22,42,42,56,73,83,32,54,60,6,42,45,4,26,28,5,10,10,39,58,65,71,81,87,28,51,55,34,56,60,69,77,86,55,70,77,1,2,2
24011955400,2084,0.125109811014321,0.084420269120523,23,15,19,55,31,41,17,11,13,6,12,16,4,8,10,17,9,13,8,6,6,53,29,38,36,21,28,36,22,30,17,11,13,0,0,0,36,20,27
24011955500,3614,0.186263299614583,0.105275984580660,20,18,20,62,47,57,21,21,21,6,21,23,4,15,14,17,14,17,4,4,4,62,47,52,32,28,31,25,22,26,18,18,19,19,20,20,6,5,6
24011955600,4427,0.464478948257255,0.195620756404050,24,45,41,51,71,76,18,38,34,6,42,43,4,26,27,23,43,40,4,11,7,73,82,84,52,71,75,72,80,84,13,29,26,36,58,58,47,69,70
24013501001,4969,0.197132804974037,0.114849927758285,49,40,49,45,39,46,27,27,30,6,22,26,31,41,47,29,25,30,35,32,38,44,37,42,59,48,60,26,24,30,67,50,63,41,38,44,9,8,10
24013501002,4918,0.149756081964150,0.099075552931325,48,31,42,44,30,39,28,22,27,6,15,21,31,36,43,25,17,23,31,24,30,68,42,54,56,38,51,27,20,27,57,38,51,24,21,24,56,35,48
24013502000,3843,0.099884544722191,0.084372669096500,46,21,35,51,24,38,26,14,21,6,8,16,31,31,39,24,11,19,14,8,11,68,29,47,57,26,45,41,20,34,27,15,23,0,0,0,85,36,59
24013503000,5693,0.117073599156859,0.101135528712377,50,26,44,48,26,43,25,15,24,6,11,22,4,7,14,40,21,37,7,5,7,53,27,44,86,43,70,21,12,21,26,17,26,0,0,0,39,20,35
24013504100,4911,0.108801761069716,0.074983075233236,42,21,29,65,32,43,35,20,25,6,10,13,31,32,37,40,19,27,30,18,22,44,21,29,37,18,25,8,4,5,23,14,17,36,22,27,82,37,52
24013504201,5790,0.101208981001727,0.066829774606150,42,20,26,65,30,39,37,20,23,6,9,10,31,31,35,33,15,20,29,16,19,51,22,30,36,16,21,10,5,6,29,16,19,36,21,24,83,36,48
24013504202,7052,0.058777651730006,0.067124281250377,41,13,26,67,19,40,33,10,21,6,5,10,31,26,35,32,8,20,15,5,10,26,9,17,33,8,19,10,3,6,27,8,18,30,13,20,82,21,48
24013505101,3896,0.090862422997946,0.062416234881586,40,18,24,71,30,39,39,19,23,52,50,54,31,30,34,33,13,19,32,16,20,28,12,17,28,11,15,11,5,6,54,25,33,34,18,21,74,29,41
24013505102,5679,0.122116569818630,0.070058726891568,40,23,26,74,39,46,36,23,24,52,53,56,31,34,35,34,18,22,20,14,14,41,22,26,27,15,16,9,6,6,36,23,25,36,24,25,7,4,5
24013505203,4046,0.203339881827965,0.088515143838687,39,34,32,73,55,56,44,40,38,52,59,60,31,41,40,34,30,27,48,40,40,22,19,19,26,24,20,11,11,9,41,37,35,51,44,43,82,59,60
24013505205,3210,0.159813084112150,0.077822360084302,40,28,29,75,48,51,40,32,30,52,56,57,31,37,38,35,25,25,30,24,23,15,11,13,27,20,18,10,8,7,36,28,28,31,27,24,78,49,52
24013505206,3120,0.123068407035798,0.051053365697059,40,23,20,77,41,35,35,22,16,52,53,52,31,34,31,36,20,17,22,15,11,25,14,14,28,15,12,10,6,4,32,21,16,15,13,0,79,40,36
24013505207,3522,0.104080831481531,0.021919717085659,39,19,9,72,34,14,48,26,9,52,52,43,31,32,25,33,15,7,53,27,11,38,17,10,26,12,5,13,7,3,55,28,11,45,26,12,80,35,16
24013505208,4868,0.129839914940917,0.076275841907229,39,23,28,73,41,49,41,27,30,6,12,13,31,35,37,33,19,23,30,21,23,38,21,26,25,14,16,14,9,10,37,25,28,31,23,24,89,46,57
24013506101,5323,0.058075695785656,0.062687551017668,49,14,28,52,15,29,25,8,14,6,5,9,4,3,6,44,11,25,43,14,27,36,10,21,61,16,36,16,5,9,17,5,9,32,13,20,27,7,16
24013506102,4762,0.053418892650165,0.060239571880199,46,13,26,56,14,30,29,8,16,6,4,9,31,25,33,42,10,23,24,7,14,42,11,23,53,12,29,11,3,6,22,6,12,28,12,17,1,0,0
24013506200,5770,0.119237435008665,0.081658358686425,49,26,36,52,29,38,25,16,19,6,11,15,4,8,9,48,25,36,28,18,23,66,33,44,54,30,41,16,10,13,14,9,10,29,20,24,26,14,19
24013507500,5250,0.197574951215185,0.085909793440823,46,38,36,54,44,41,41,38,34,6,22,16,31,41,40,30,26,24,53,42,42,56,45,40,56,47,45,18,18,15,76,54,56,53,45,43,4,4,4
24013507601,4224,0.181023137377713,0.107846167723491,46,36,44,55,42,52,41,35,43,6,20,24,31,39,46,37,29,36,58,42,53,62,46,53,54,42,53,15,14,16,72,49,63,67,49,59,3,3,3
24013507602,4528,0.122536742207395,0.101730069688745,44,25,40,59,33,53,40,25,40,6,11,22,31,34,44,36,20,33,61,34,53,62,32,51,49,28,47,14,9,14,63,35,56,65,37,56,70,36,59
24013507702,3810,0.129921259842519,0.087155823590698,43,25,34,59,34,46,37,25,31,6,12,17,31,35,40,25,14,20,56,33,44,66,36,47,48,29,39,20,13,17,75,41,56,42,29,36,90,46,63
24013507703,3380,0.097383900596015,0.072043816104076,44,20,29,57,26,36,31,16,21,6,8,12,31,31,36,22,9,15,15,8,10,13,0,11,49,22,33,24,12,17,56,27,39,21,14,15,94,38,57
24013507704,6134,0.162862732311705,0.094124480970084,45,32,38,56,40,47,41,33,38,6,17,19,31,37,42,25,18,22,29,24,27,25,18,22,52,38,46,21,17,20,65,44,54,0,0,0,61,41,50
24013507801,6804,0.250181170609185,0.148559483359668,43,44,54,59,55,70,43,45,57,6,29,35,31,46,56,28,30,37,49,46,59,58,56,65,46,48,60,17,21,25,70,59,74,43,45,55,89,69,84
24013507802,4774,0.136049434436531,0.091325957236249,42,26,35,61,37,49,38,26,34,6,13,18,31,35,41,31,19,26,51,32,43,53,31,40,43,27,37,16,11,14,62,37,51,45,31,40,89,48,65
24013508103,7835,0.119030029534383,0.085592321750891,45,24,35,57,31,43,30,19,24,52,53,59,31,34,40,44,23,34,28,18,24,35,18,27,43,24,34,8,5,6,15,9,12,42,27,35,15,8,12
24013508200,6564,0.084095063985375,0.085687083422143,44,18,34,60,24,46,29,13,24,52,49,59,31,29,40,42,16,33,30,14,26,40,15,30,44,17,35,8,3,6,21,9,18,25,14,21,1,0,0
24013509001,5014,0.078466158002029,0.082364536682846,40,16,30,62,23,45,31,13,24,6,6,15,31,29,39,27,9,20,6,3,5,39,14,29,33,11,24,21,8,17,21,8,17,24,13,20,70,24,50
24013509002,2673,0.137730414673711,0.083343592635070,39,24,30,62,38,46,33,24,26,6,14,16,31,35,39,25,15,19,6,5,5,27,16,21,31,19,23,28,19,23,25,19,21,30,23,25,89,48,61
24013510000,1355,0.094839370667489,0.120659291342079,45,20,47,46,20,49,28,14,33,6,8,28,31,31,49,14,6,16,5,3,6,81,33,70,42,18,47,42,20,46,24,12,29,13,0,16,83,34,74
24013511000,3604,0.118479467258601,0.091334933601121,42,23,35,57,31,46,26,16,22,6,11,18,31,33,41,16,8,14,6,4,5,66,33,49,41,22,35,45,25,39,22,14,20,14,12,13,89,43,65
24013512000,1512,0.191265496466226,0.124606099090379,44,36,47,52,42,56,28,27,34,52,58,69,31,40,50,13,11,15,2,2,2,89,62,76,43,37,50,84,57,74,20,21,25,0,0,0,90,60,78
24013513001,5522,0.109829723999489,0.069950815664816,38,20,25,62,31,39,35,20,23,6,10,11,31,33,35,22,11,14,37,21,26,36,17,23,35,17,21,74,36,47,59,31,39,46,27,32,97,43,57
24013513002,5700,0.147402278989399,0.090847850272097,38,25,32,64,41,51,36,27,32,6,15,18,31,36,41,23,15,19,33,25,29,35,22,28,33,22,27,65,41,52,50,34,43,33,26,30,97,54,68
24013514100,3536,0.083907337961528,0.066118673786704,40,17,25,67,26,39,35,15,22,6,7,10,31,29,34,31,11,19,17,8,11,33,13,21,30,11,17,13,5,8,47,21,31,16,0,12,76,28,44
24013514201,5081,0.113122891612025,0.081243041995482,38,20,29,67,34,48,32,19,25,6,10,15,31,33,38,29,15,22,10,7,8,40,20,29,28,14,20,24,14,20,32,20,26,15,12,13,88,41,59
24013514202,3476,0.103998849252013,0.072157974251024,38,19,26,70,33,45,37,20,26,6,9,12,31,32,36,31,14,21,20,12,14,33,15,22,26,12,16,17,9,12,50,26,35,18,13,13,83,36,51
24015030100,5172,0.108870916757809,0.098152487562992,22,12,21,82,39,67,29,17,27,6,10,21,4,7,13,38,18,34,6,4,5,68,32,53,50,25,46,14,8,13,21,12,21,16,12,16,42,20,37
24015030200,5214,0.161775578788614,0.121440490504395,28,21,31,77,49,73,35,28,41,6,17,28,31,37,49,46,32,49,19,17,23,65,43,61,81,52,74,20,16,24,26,22,31,19,18,23,38,27,41
24015030400,4779,0.379276760067720,0.209877002703048,34,50,59,78,77,91,77,75,88,52,74,86,31,57,68,55,68,80,58,64,79,74,77,87,98,84,94,60,68,80,85,77,90,60,67,79,26,41,47
24015030501,4416,0.123414855072464,0.101448945035598,35,20,32,79,42,66,53,32,50,6,11,22,31,34,44,54,29,48,31,20,31,49,26,41,94,48,73,64,35,55,75,40,62,23,17,23,16,9,15
24015030503,5334,0.357603521390812,0.150039378220417,34,48,45,80,76,82,61,66,71,6,37,36,31,56,56,56,66,67,47,56,58,32,46,40,96,81,86,91,79,83,84,75,81,44,56,56,20,31,27
24015030505,3771,0.188237727151388,0.117245644579317,33,28,35,76,54,71,55,44,58,6,21,27,31,40,48,51,40,52,38,33,41,49,39,47,94,62,78,42,35,45,64,47,62,41,37,45,20,17,21
24015030507,4028,0.398088381330684,0.160016873511145,35,53,48,78,79,83,69,73,77,6,39,38,31,59,58,58,71,71,40,54,54,34,53,45,92,83,87,78,78,80,81,77,81,44,59,58,18,31,26
24015030508,4779,0.323375284486839,0.159326497711590,35,46,48,78,73,83,69,67,77,6,35,38,31,53,58,56,63,70,43,50,57,34,45,45,94,78,87,66,66,74,73,68,78,60,62,70,21,29,30
24015030601,4191,0.066346113873974,0.081384470546308,36,12,27,79,24,56,37,13,29,6,5,15,31,27,38,56,17,41,10,4,8,53,16,37,95,29,65,62,20,46,66,23,49,28,13,23,8,3,6
24015030602,5268,0.255504935459377,0.110620659565391,39,41,39,79,65,70,42,45,45,6,29,25,31,47,46,61,57,57,31,35,33,32,35,31,82,67,71,92,69,73,88,66,72,48,49,48,15,17,15
24015030700,5007,0.148569493407864,0.098621410639349,38,25,34,78,47,64,39,29,38,6,15,21,31,36,43,49,31,43,16,13,15,48,31,40,84,50,68,63,40,54,42,30,40,37,29,36,8,6,8
24015030903,5170,0.328046421663442,0.160129419217949,33,44,46,80,74,84,42,52,59,6,35,38,31,53,58,48,57,63,44,51,58,51,61,62,96,79,88,67,67,74,55,59,68,63,64,71,8,12,12
24015030904,8346,0.092562963624053,0.073803319130360,29,14,21,83,35,54,31,15,21,6,8,12,31,30,36,40,16,27,7,4,5,35,14,24,75,32,51,34,16,25,27,14,20,14,0,12,14,6,10
24015030905,2680,0.117164179104477,0.113940657245565,36,20,37,81,41,72,49,29,52,6,11,26,31,33,47,45,23,45,31,20,34,25,13,26,86,44,74,69,36,62,49,28,50,30,20,34,3,2,4
24015030907,4541,0.208654481391763,0.124575642914507,33,30,37,83,60,77,54,46,59,6,24,29,31,42,50,42,37,46,28,28,34,58,49,57,78,59,74,68,53,65,50,43,54,14,17,17,68,53,67
24015030908,5402,0.201499444650129,0.126773984193202,33,29,38,83,59,78,54,45,60,6,23,30,31,41,50,45,38,50,49,40,53,42,36,44,95,64,81,82,58,73,61,48,63,50,44,54,5,5,6
24015031201,5950,0.186570514730715,0.110481342041406,37,30,37,83,57,72,43,37,46,6,21,25,31,40,46,40,32,40,18,18,20,50,39,45,93,61,76,46,37,46,36,32,38,25,26,28,56,43,53
24015031202,5280,0.189536667103310,0.113918594530580,34,29,35,86,58,75,58,46,59,6,21,26,31,40,47,38,31,39,48,38,48,56,44,51,73,54,68,61,46,58,66,48,62,30,30,34,88,59,74
24015031301,3081,0.159957265133642,0.107643311442629,39,28,38,79,50,69,32,26,34,6,17,24,31,37,45,45,31,43,13,12,14,56,38,49,94,56,75,41,30,41,45,34,45,23,21,25,20,15,20
24015031302,6894,0.167109330452267,0.135914276212270,42,31,49,75,50,76,38,31,49,6,18,32,4,13,21,59,41,65,25,22,33,56,39,59,80,53,78,31,25,40,42,33,51,26,24,35,18,14,22
24015031400,4067,0.145087266060288,0.117677577029744,44,28,45,73,44,69,36,27,41,6,15,27,31,36,48,63,38,62,14,12,16,49,30,47,72,45,69,24,17,28,31,24,36,28,23,33,38,24,40
24017850101,6588,0.469391765352890,0.078220006317107,44,66,32,52,72,36,42,63,32,52,80,57,31,64,38,19,37,14,27,47,21,36,61,26,67,79,49,18,37,14,22,43,17,43,64,33,47,69,33
24017850102,2427,0.410229399198559,0.115263822309458,40,59,41,46,63,47,35,53,39,52,76,67,31,60,47,18,32,19,34,50,37,65,76,59,74,78,69,15,29,17,24,42,28,35,53,39,43,61,44
24017850201,1078,0.393857959561340,0.121639196758377,41,58,44,43,60,46,36,53,42,52,75,68,69,82,76,58,71,59,39,53,43,35,54,36,96,84,80,16,29,20,61,69,61,0,0,0,46,62,49
24017850202,4809,0.425036390101892,0.116958939527389,42,62,43,47,65,49,35,54,40,52,77,67,69,83,75,40,60,42,37,54,40,76,81,66,95,86,78,16,31,19,50,65,52,20,39,23,31,51,33
24017850300,1889,0.331127580730545,0.113172302882602,39,50,39,41,52,41,26,39,28,52,70,66,31,54,47,23,33,24,6,11,6,55,64,50,89,77,75,11,18,12,46,54,48,21,34,24,16,23,17
24017850400,3240,0.339814814814814,0.118707480483697,36,48,38,28,41,29,25,39,29,52,71,67,31,54,48,14,21,15,5,10,6,58,67,55,70,71,68,7,12,8,31,43,36,0,0,0,41,53,43
24017850500,3138,0.198852772466538,0.084001715161821,34,30,27,32,29,24,27,27,21,52,59,59,31,41,39,12,10,9,6,7,5,34,29,26,57,47,45,6,6,4,21,22,17,15,18,13,28,25,21
24017850600,5127,0.312951043495221,0.072475611513334,37,46,25,41,50,26,28,40,19,52,69,56,31,52,36,14,19,9,16,25,11,35,45,24,63,65,43,8,13,5,34,44,25,22,34,16,47,55,31
24017850706,5715,0.469605520020370,0.072759716067994,40,63,27,48,69,31,46,66,33,52,80,56,31,64,36,18,36,12,52,68,36,22,43,16,65,78,44,8,19,5,19,39,13,39,61,28,62,78,40
24017850708,5662,0.469626103256614,0.088261439345652,40,63,32,48,69,38,46,66,39,52,80,60,31,64,40,17,34,14,48,65,40,23,44,20,68,79,55,8,19,6,17,36,14,36,58,32,62,78,48
24017850709,6646,0.540776406861269,0.123848076034764,39,67,42,48,73,52,55,76,60,52,83,69,31,68,50,24,50,27,43,66,47,12,28,15,75,86,72,7,19,8,17,40,21,54,75,56,89,91,77
24017850710,6016,0.434507978723404,0.075841651111833,39,60,28,46,65,31,38,58,28,52,78,57,31,61,37,16,30,11,25,43,19,14,26,12,59,73,42,8,17,5,23,42,17,30,51,23,60,75,40
24017850711,5047,0.558846839706756,0.106175844769499,39,68,37,47,74,44,40,67,41,52,84,64,31,69,45,18,41,18,34,60,35,0,0,0,63,82,59,7,19,7,21,46,22,55,76,52,59,82,53
24017850712,5344,0.380613772455089,0.090263239294759,39,55,32,45,60,36,33,49,29,52,74,60,31,58,41,14,23,12,17,30,15,28,44,23,58,68,49,11,21,9,23,38,21,0,0,0,59,70,46
24017850713,9712,0.466559026794906,0.094410003683040,40,63,34,47,68,39,37,59,34,52,79,61,31,63,42,15,30,13,26,46,24,23,44,21,55,73,48,10,23,9,23,44,22,14,33,14,63,78,51
24017850801,4733,0.351822300215812,0.105129453800492,37,50,35,49,60,46,40,53,41,52,72,64,31,55,45,22,33,21,39,49,39,8,13,10,84,77,70,7,12,7,18,31,19,23,38,24,95,82,74
24017850802,5989,0.456236522931022,0.102359862447834,35,58,33,45,66,41,41,62,41,52,79,63,31,63,44,44,66,40,44,61,42,25,46,24,73,81,64,6,14,5,17,35,17,58,72,52,93,88,72
24017850901,5441,0.548244807939717,0.133091155907072,37,66,43,45,72,53,54,75,62,52,84,71,31,68,52,23,49,28,50,71,56,25,53,29,64,82,69,6,16,7,21,46,28,69,83,68,53,78,59
24017850902,5387,0.411998958850779,0.087665700314150,37,56,30,44,62,34,44,61,38,52,76,60,31,60,40,17,30,14,40,55,34,20,35,18,59,71,48,6,12,5,26,44,23,51,65,42,47,65,37
24017850904,12151,0.428977038926837,0.070446970731020,34,55,23,40,60,25,32,52,21,52,77,56,31,61,36,15,28,10,35,52,25,17,31,13,53,69,35,5,11,3,29,48,20,29,49,20,49,67,31
24017850905,3746,0.428457020822210,0.108134801073611,36,56,35,44,63,42,45,62,46,52,77,65,31,61,46,19,35,19,29,47,31,0,0,0,64,75,61,5,11,5,20,38,22,51,66,50,45,64,43
24017850906,4566,0.554255517535984,0.123473374966315,36,65,40,43,71,47,49,73,55,52,84,69,31,69,49,18,41,20,37,62,42,0,0,0,61,81,64,6,17,7,23,49,28,43,69,48,46,74,49
24017851001,4135,0.279000529776515,0.094259863292993,35,41,30,38,44,32,31,39,28,52,66,61,31,49,42,13,16,11,37,42,34,36,42,30,49,53,43,6,8,5,47,50,42,41,47,38,70,65,56
24017851003,4445,0.176265466816648,0.061874848142647,34,27,20,38,31,21,34,30,20,52,57,54,31,39,33,14,11,8,24,22,15,43,32,24,43,34,24,5,4,3,40,33,25,28,27,17,57,41,32
24017851004,5008,0.296441513368776,0.112127857470503,34,42,35,38,46,38,34,43,37,52,68,66,31,51,47,14,18,15,46,49,46,24,31,25,46,53,48,6,9,6,55,56,54,53,56,52,64,64,59
24017851100,3099,0.188447886414972,0.079699727276231,31,26,24,33,29,23,27,26,20,52,58,58,31,40,38,14,12,10,22,22,17,56,43,38,51,42,38,4,4,3,25,24,20,13,15,12,24,20,18
24017851200,5079,0.209760954641778,0.085524632043256,26,25,21,33,31,25,26,28,21,52,60,59,31,42,40,15,14,12,17,19,14,65,53,46,66,54,52,3,3,2,39,37,33,25,28,21,35,32,27
24017851301,5747,0.166353109602645,0.101060581208538,28,22,27,33,26,30,22,19,21,52,56,63,31,38,44,13,9,12,10,10,10,27,20,25,46,35,44,3,2,3,17,15,17,16,16,16,17,13,16
24017851302,4548,0.251925085562804,0.066912146059540,30,33,19,36,39,21,26,32,16,52,64,55,31,46,35,12,13,7,23,28,15,39,41,24,44,47,27,4,5,2,18,24,11,31,37,21,37,39,23
24017851401,2973,0.405146316851664,0.092441968767194,28,46,25,41,59,34,29,48,26,52,76,61,31,59,41,10,18,8,11,23,10,29,47,25,55,69,48,5,10,4,23,40,21,19,37,17,45,63,37
24017851402,3641,0.255558595453974,0.059290986598190,28,31,16,41,44,21,29,35,16,52,64,53,31,47,33,9,10,5,24,29,14,36,39,20,42,46,22,4,5,2,38,41,23,26,33,15,58,55,31
24017851403,1804,0.292960088691796,0.078549452889160,28,35,21,41,48,28,29,39,21,52,67,58,31,50,38,12,16,9,17,25,13,37,44,26,60,62,44,5,7,3,16,24,11,22,32,17,89,75,58
24017851501,3964,0.417775294870514,0.061772406827957,38,57,22,45,63,24,41,59,24,52,77,54,31,60,33,18,32,10,48,61,29,23,40,15,59,72,34,7,15,4,25,43,15,59,70,36,58,72,32
24017851502,6315,0.490736342042755,0.086206530718819,38,63,30,45,68,34,41,64,34,52,81,59,31,65,40,16,33,13,32,54,27,0,0,0,56,75,45,8,19,6,27,50,23,36,60,31,56,76,42
24017990000,0,0.000000000000000,0.000000000000000,,,,,,,,0,0,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
24019970100,3112,0.263702732365675,0.125576623790967,21,25,25,48,50,53,15,21,17,6,30,29,4,20,19,32,36,36,8,12,10,60,59,59,54,55,60,31,36,37,15,21,19,15,22,19,32,36,36
24019970200,5519,0.330171554946893,0.147345029163185,21,30,29,56,63,68,18,30,25,6,35,35,4,23,22,24,34,32,4,8,5,51,61,59,40,52,54,83,74,79,11,20,16,23,36,34,48,57,59
24019970300,4362,0.193034732566398,0.108343001771958,18,17,19,58,46,55,20,20,20,6,22,24,4,15,15,27,23,27,16,17,17,53,42,47,31,28,31,43,36,43,25,25,27,21,23,23,19,17,19
24019970400,3438,0.340750436300174,0.152634776032285,15,23,22,69,70,78,47,57,62,6,36,36,31,54,57,24,35,33,36,46,49,83,77,80,23,35,32,74,71,76,69,68,75,69,68,73,54,63,65
24019970500,3744,0.756446295293126,0.259185703565705,14,43,33,71,93,93,36,73,71,6,50,48,4,31,29,23,61,52,24,58,53,66,91,90,22,60,52,69,91,90,62,88,88,26,63,57,39,78,74
24019970600,5191,0.525043344249662,0.163821614181594,14,32,22,71,84,81,26,52,41,6,44,39,31,67,59,23,48,34,31,55,46,69,84,76,23,49,35,80,86,81,71,82,78,41,66,57,41,68,56
24019970702,4003,0.199122739963954,0.101231024187828,14,14,14,77,56,65,19,20,18,6,22,22,31,41,44,18,16,17,21,22,21,64,51,52,24,22,21,65,50,56,48,41,45,21,23,21,18,16,17
24019970804,2028,0.201280382264033,0.128992680950257,14,14,18,72,54,73,17,18,21,6,23,30,31,41,51,10,9,12,1,0,0,69,54,66,34,31,41,20,20,26,17,19,22,12,15,15,38,33,43
24019970900,1089,0.217630853994490,0.135097752014784,15,16,20,59,50,66,14,16,17,6,25,32,4,17,20,19,18,23,8,10,10,84,64,76,29,29,37,22,23,29,15,18,20,0,0,0,17,17,21
24019990000,0,0.000000000000000,0.000000000000000,,,,,,,,0,0,,0,0,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
24021740200,5305,0.157602096022641,0.073914034828990,41,29,28,50,35,33,42,32,30,6,17,12,31,37,36,13,9,9,37,28,27,50,34,32,67,45,46,59,40,41,61,41,42,35,29,26,63,41,41
24021750100,1540,0.220454545454545,0.140682795894113,43,40,52,52,47,62,73,57,75,52,61,73,31,43,54,12,12,16,65,51,68,96,69,83,90,65,83,99,67,83,90,63,81,67,54,69,62,52,68
24021750200,2064,0.208817829457363,0.066792348568218,43,38,27,52,45,31,74,56,47,52,60,55,31,42,35,11,10,7,79,55,47,99,68,53,89,63,54,99,65,56,86,59,51,54,47,36,61,50,36
